strain	id	culture_year	edited	allele	condition	transcript	tpm
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.7.1	15.9168149989494
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.7.1	16.4816723302378
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.7.1	12.9647904176509
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.7.1	12.7556621999382
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.7.1	13.5132894374591
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	C41D11.7.1	13.4878853627787
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.7.1	18.4740317739937
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.7.1	16.513395502071
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	C41D11.7.1	13.8182697386328
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	C41D11.7.1	11.3298924983803
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.7.1	14.0089098106708
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	C41D11.7.1	14.6571751152598
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	C41D11.7.1	14.0060427709347
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	C41D11.7.1	16.2023323236611
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	C41D11.7.1	16.5867934481174
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	C41D11.7.1	17.6629863225368
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	C41D11.7.1	18.8699960387935
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	11.5794767386192
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	12.675212850385
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	14.46999824324
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	C41D11.7.1	14.1993831790339
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	11.1748482484044
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	C41D11.7.1	11.6413197302405
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	14.7512003369978
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	10.4089014331366
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	C41D11.7.1	13.8037143240084
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	11.2520798103063
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	C41D11.7.1	12.0247957878669
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	C41D11.7.1	11.4908801129313
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	C41D11.7.1	10.5255099730876
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	C41D11.7.1	10.792620050102
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	C41D11.7.1	14.2092556049449
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	14.6498091089235
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	11.7096253683428
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	14.4794840270253
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	C41D11.7.1	17.4162915092481
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	11.0295462417502
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	11.929765742494
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	C41D11.7.1	11.9921552003495
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	C41D11.7.1	16.4716043529518
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	12.6833428498005
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	C41D11.7.1	15.5808483474961
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	15.2470005942273
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	C41D11.7.1	13.1518001030656
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	C41D11.7.1	12.1549763654174
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	C41D11.7.1	12.9391695106236
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	C41D11.7.1	12.2859465603483
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	C41D11.7.1	14.5908999140218
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.7.1	14.2784169863468
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.7.1	14.0604965013911
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	C41D11.7.1	12.5720281629253
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.7.1	15.4432548533375
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.7.1	14.4394754249288
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.7.1	11.9701159135127
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	C41D11.7.1	14.055178139075
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.7.1	14.0394277683847
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.7.1	13.8466080647502
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	C41D11.7.1	16.3728247160306
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	C41D11.7.1	13.5560635890579
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	C41D11.7.1	12.2637430398275
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	C41D11.7.1	13.6921868234878
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	C41D11.7.1	17.3634104265495
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	C41D11.7.1	17.4670970059017
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	C41D11.7.1	13.2331570832244
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.16	0.31710249339765
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.16	0.11891406790653
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.16	0.150489407601304
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.16	0.17387620964342
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.16	0.217643055358123
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.16	0.423235679514029
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	F56D6.16	0.30059860679978
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.16	0.450100475535696
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.16	0
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	F56D6.16	0.117999599765308
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.16	0.344925552656363
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.16	0.115557391256304
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	F56D6.16	0
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.16	1.00644365673342
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	F56D6.16	0.25255016930027
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	F56D6.16	0.843662952227947
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	F56D6.16	0.213065637324931
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	F56D6.16	0.0884554153997391
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.16	3.47501122945229
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.16	3.682462640428
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.16	3.96382432236093
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	F56D6.16	6.36406537988366
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.16	2.62995280775237
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	F56D6.16	3.16891098979179
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.16	4.83755870276938
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.16	3.09189920952324
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	F56D6.16	4.15845857965178
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.16	3.08412307107746
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.16	2.02798146610579
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	F56D6.16	3.07532862790926
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	F56D6.16	6.02660391666523
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	F56D6.16	2.32676568740172
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	F56D6.16	3.3600122977187
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.16	13.9056035429931
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.16	22.6252848970129
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.16	7.59889844254584
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	F56D6.16	10.0361641044063
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.16	6.7901490950851
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.16	6.70664341296043
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	F56D6.16	10.3951308764347
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	F56D6.16	9.94140535325893
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.16	7.60361725911628
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	F56D6.16	10.0011050971069
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.16	6.89770361273962
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.16	11.4639733316024
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	F56D6.16	19.7135762134061
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	F56D6.16	8.11892873154967
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	F56D6.16	4.65905665224571
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	F56D6.16	0.472882582618023
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.16	0.201264895227837
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.16	0.239947137705563
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	F56D6.16	0
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.16	0.389086617760434
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.16	0.324018145280736
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.16	0.333367742189984
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	F56D6.16	0.234279543680705
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.16	0.197895936725203
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.16	0.374090151078439
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	F56D6.16	0.185795346078304
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.16	0.145929135579307
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.16	0
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	F56D6.16	0.249605933457934
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	F56D6.16	0.571783866849922
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	F56D6.16	0.180666430633394
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	F56D6.16	0.12996864555416
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.17	1.50873863739579
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.17	1.15280389522869
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.17	1.46569263866249
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.17	1.43825772963432
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.17	1.10807054584496
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.17	4.36923086362839
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	F56D6.17	2.0255406048527
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.17	2.00509064549818
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.17	2.15373091423635
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	F56D6.17	0.897319303367351
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	F56D6.17	1.03967950274057
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.17	1.03339138138987
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	F56D6.17	0.258755525452009
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	F56D6.17	2.53624935974169
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	F56D6.17	1.41031480048269
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	F56D6.17	2.04127875912362
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	F56D6.17	0.978744663213243
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	F56D6.17	1.4858895766285
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.17	8.33199032306651
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.17	8.31747458669024
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.17	12.6434526813589
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	F56D6.17	18.1199427955295
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.17	10.0931449324938
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	F56D6.17	8.09955046581975
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.17	12.7937263956817
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.17	7.85044440965235
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	F56D6.17	13.9039991546185
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	F56D6.17	9.65729918037158
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	F56D6.17	8.70289238447753
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	F56D6.17	9.51057307682156
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	F56D6.17	16.5559382175992
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	F56D6.17	10.8791766714966
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	F56D6.17	9.83113576085682
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.17	26.8985900939527
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.17	47.6947641950978
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.17	7.49478942622086
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	F56D6.17	6.71919636031964
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.17	9.31132627844799
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.17	11.0768491317898
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	F56D6.17	13.6845414894177
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	F56D6.17	10.0974812630733
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.17	7.7249090450539
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	F56D6.17	13.2783545393828
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	F56D6.17	7.7196280500856
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	F56D6.17	15.0964680195248
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	F56D6.17	19.2347353020867
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	F56D6.17	11.6303184643818
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	F56D6.17	12.1025178860343
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	F56D6.17	4.76673642066563
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.17	1.39550854353145
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.17	2.14625833630208
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	F56D6.17	1.44455497031836
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.17	1.81535164399552
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.17	2.00358188240898
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.17	4.27269399028336
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	F56D6.17	0.326378643611876
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.17	0.825205580797006
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.17	1.11075701411073
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	F56D6.17	1.3476629665307
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	F56D6.17	2.00445539689284
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	F56D6.17	0.837771049386804
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	F56D6.17	1.31310975759508
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	F56D6.17	2.27627962728356
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	F56D6.17	2.77346145764218
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	F56D6.17	0.900974218896659
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	K02E2.6.1	2.59069364695159
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	K02E2.6.1	2.18260763435294
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	K02E2.6.1	2.92295956181728
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	K02E2.6.1	1.22996578842487
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	K02E2.6.1	2.35092323843293
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	K02E2.6.1	3.36246839792713
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	K02E2.6.1	2.77525970149889
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	K02E2.6.1	2.99270777241582
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	K02E2.6.1	2.53590865367397
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	K02E2.6.1	1.54391956958954
JU2106	GZ_B10_F4_ECA3095	2022	TRUE	REF	JU2106_edits	K02E2.6.1	1.61830759304423
JU2106	GZ_B10_F7_ECA3098	2022	TRUE	REF	JU2106_edits	K02E2.6.1	1.808158586133
JU2106	GZ_B10_G4	2022	FALSE	ALT	JU2106	K02E2.6.1	2.37129104795233
JU2106	GZ_B10_H1_ECA3098	2022	TRUE	REF	JU2106_edits	K02E2.6.1	3.23523574629839
JU2106	GZ_B10_H7	2022	FALSE	ALT	JU2106	K02E2.6.1	2.33085761893536
JU2106	GZ_B3_D9	2017	FALSE	ALT	JU2106	K02E2.6.1	2.82599408497934
JU2106	GZ_B5_B8	2017	FALSE	ALT	JU2106	K02E2.6.1	1.85926832947407
JU2106	GZr_B3_B5	2017	FALSE	ALT	JU2106	K02E2.6.1	2.40665883297656
JU2141	GZ_B10_A6_ECA3100	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	10.5997949726448
JU2141	GZ_B10_B8_ECA3099	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	12.4918515777725
JU2141	GZ_B10_B9_ECA3100	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	11.4333489589983
JU2141	GZ_B10_C5	2022	FALSE	REF	JU2141	K02E2.6.1	14.9256782322042
JU2141	GZ_B10_D2_ECA3099	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	9.50476309384473
JU2141	GZ_B10_D8	2022	FALSE	REF	JU2141	K02E2.6.1	10.6130618014379
JU2141	GZ_B10_E5_ECA3099	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	16.5931267683672
JU2141	GZ_B10_E6_ECA3100	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	9.10477683093163
JU2141	GZ_B10_G5	2022	FALSE	REF	JU2141	K02E2.6.1	17.3314476375278
JU2141	GZ_B10_H2_ECA3099	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	13.2081820971723
JU2141	GZ_B10_H3_ECA3100	2022	TRUE	ALT	JU2141_edits	K02E2.6.1	13.6724945702914
JU2141	GZ_B10_H8	2022	FALSE	REF	JU2141	K02E2.6.1	9.29434846554225
JU2141	GZ_B2_A7	2017	FALSE	REF	JU2141	K02E2.6.1	14.9369803517943
JU2141	GZ_B4_I1	2017	FALSE	REF	JU2141	K02E2.6.1	14.4655273059392
JU2141	GZr_B2_D8	2017	FALSE	REF	JU2141	K02E2.6.1	14.6509381124187
JU3144	GZ_B10_A2_ECA3096	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	15.7056935792917
JU3144	GZ_B10_A3_ECA3097	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	28.2894392289862
JU3144	GZ_B10_B5_ECA3096	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	12.6441420562012
JU3144	GZ_B10_C6	2022	FALSE	REF	JU3144	K02E2.6.1	15.4762113853059
JU3144	GZ_B10_C8_ECA3096	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	14.7126330420428
JU3144	GZ_B10_C9_ECA3097	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	14.5661738426882
JU3144	GZ_B10_D9	2022	FALSE	REF	JU3144	K02E2.6.1	17.9768905646082
JU3144	GZ_B10_F3	2022	FALSE	REF	JU3144	K02E2.6.1	16.4148692338529
JU3144	GZ_B10_F6_ECA3097	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	12.5195106740248
JU3144	GZ_B10_G6	2022	FALSE	REF	JU3144	K02E2.6.1	14.3175030417739
JU3144	GZ_B10_G8_ECA3096	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	16.2810705918099
JU3144	GZ_B10_G9_ECA3097	2022	TRUE	ALT	JU3144_edits	K02E2.6.1	17.8964581065193
JU3144	GZ_B10_H9	2022	FALSE	REF	JU3144	K02E2.6.1	24.2934927313364
JU3144	GZ_B2_F6	2017	FALSE	REF	JU3144	K02E2.6.1	17.9290005277097
JU3144	GZ_B5_A2	2017	FALSE	REF	JU3144	K02E2.6.1	15.380179653876
JU642	GZ_B10_A9	2022	FALSE	ALT	JU642	K02E2.6.1	4.176283044147
JU642	GZ_B10_C1_ECA3101	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.41082745175372
JU642	GZ_B10_C2_ECA3102	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.22291126056687
JU642	GZ_B10_C3	2022	FALSE	ALT	JU642	K02E2.6.1	2.19179867701983
JU642	GZ_B10_D4_ECA3101	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.70469907279623
JU642	GZ_B10_D5_ECA3102	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.95173240707673
JU642	GZ_B10_E8_ECA3102	2022	TRUE	REF	JU642_edits	K02E2.6.1	4.8002705417381
JU642	GZ_B10_E9	2022	FALSE	ALT	JU642	K02E2.6.1	2.33697642874345
JU642	GZ_B10_G1_ECA3101	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.1811105975031
JU642	GZ_B10_G2_ECA3102	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.19231551064793
JU642	GZ_B10_G3	2022	FALSE	ALT	JU642	K02E2.6.1	2.36738467985971
JU642	GZ_B10_H4_ECA3101	2022	TRUE	REF	JU642_edits	K02E2.6.1	2.23089405420597
JU642	GZ_B10_H5_ECA3102	2022	TRUE	REF	JU642_edits	K02E2.6.1	1.83728221469524
JU642	GZ_B10_H6	2022	FALSE	ALT	JU642	K02E2.6.1	2.25107479624111
JU642	GZ_B7_A6	2017	FALSE	ALT	JU642	K02E2.6.1	2.50936215123596
JU642	GZ_B7_D2	2017	FALSE	ALT	JU642	K02E2.6.1	1.83237402968284
JU642	GZr_B5_I2	2017	FALSE	ALT	JU642	K02E2.6.1	2.56498598961189
JU2106	GZ_B10_A1_ECA3095	2022	TRUE	REF	JU2106_edits	W04A4.2.1	2.87038579408068
JU2106	GZ_B10_A4_ECA3098	2022	TRUE	REF	JU2106_edits	W04A4.2.1	3.28398515424534
JU2106	GZ_B10_B4_ECA3095	2022	TRUE	REF	JU2106_edits	W04A4.2.1	3.36484558779285
JU2106	GZ_B10_B7_ECA3098	2022	TRUE	REF	JU2106_edits	W04A4.2.1	3.3480087734148
JU2106	GZ_B10_C7_ECA3095	2022	TRUE	REF	JU2106_edits	W04A4.2.1	4.18911245108298
JU2106	GZ_B10_D1_ECA3098	2022	TRUE	REF	JU2106_edits	W04A4.2.1	3.67937212563414
JU2106	GZ_B10_D7	2022	FALSE	ALT	JU2106	W04A4.2.1	3.80674034771694
JU2106	GZ_B10_E1_ECA3095	2022	TRUE	REF	JU2106_edits	W04A4.2.1	5.23303329459179
JU2106	GZ_B10_E4_ECA3098	2022	TRUE	REF	JU2106_edits	W04A4.2.1	4.16626789051854
JU2106	GZ_B10_F1	2022	FALSE	ALT	JU2106	W04A4.2.1	3.75488220835347
