strain	isotype	pos	perc
JU3224	JU3224	4460135	60.7891679501756
JU3225	JU3225	4460135	102.981006387419
JU3226	JU3226	4460135	0
JU3228	JU3228	4460135	68.5269526848529
JU323	JU323	4460135	129.844279942195
JU3280	JU3280	4460135	78.4622389904377
JU3282	JU3282	4460135	99.8527335784869
JU3291	JU3291	4460135	76.9058565993893
JU3318	JU3318	4460135	72.4624835882023
JU346	JU346	4460135	152.787668875477
JU360	JU360	4460135	128.352760133587
JU367	JU367	4460135	172.326856670395
JU3795	JU3795	4460135	75.4805516583397
JU393	JU393	4460135	150.856714053445
JU394	JU394	4460135	168.863594862743
JU397	JU397	4460135	128.420726796314
JU4047	JU4047	4460135	126.490404035173
JU406	JU406	4460135	95.4991705625095
JU4073	JU4073	4460135	62.8163051414944
JU4082	JU4082	4460135	95.2697721767825
JU4098	JU4098	4460135	83.9255232299243
JU4161	JU4161	4460135	0
JU440	JU440	4460135	154.407936015693
JU561	JU561	4460135	136.749664349291
JU642	JU642	4460135	12.2319920711434
JU751	JU751	4460135	112.914680090492
JU774	JU774	4460135	114.796015481251
JU775	JU775	4460135	122.308709557938
JU778	JU778	4460135	122.191885910991
JU782	JU782	4460135	126.413926313029
JU792	JU792	4460135	112.254605848961
JU830	JU830	4460135	202.624184367624
JU847	JU847	4460135	172.269540379122
KR314	KR314	4460135	149.073246077555
LKC34	LKC34	4460135	155.607119758914
MY10	MY10	4460135	105.746437226237
MY16	MY16	4460135	163.998604361247
MY18	MY18	4460135	0
MY1	MY1	4460135	143.382061590968
MY2147	MY2147	4460135	151.506345445298
MY2212	MY2212	4460135	115.347721822542
MY23	MY23	4460135	147.48941531903
MY2453	MY2453	4460135	82.4954187667002
MY2530	MY2530	4460135	115.102934603002
MY2535	MY2535	4460135	116.32927869294
MY2573	MY2573	4460135	83.970040827358
MY2585	MY2585	4460135	143.053626331763
MY2693	MY2693	4460135	111.847926877732
MY2713	MY2713	4460135	0
MY2741	MY2741	4460135	116.015120472179
MY518	MY518	4460135	80.2327561435064
MY679	MY679	4460135	0
MY772	MY772	4460135	135.923427987375
MY795	MY795	4460135	73.4729441509647
MY920	MY920	4460135	120.936787195348
N2	N2	4460135	190.297879536558
NIC1049	NIC1049	4460135	83.2885784519824
NIC1107	NIC1107	4460135	106.643933698839
NIC1119	NIC1119	4460135	99.4126690008709
NIC166	NIC166	4460135	172.163937546066
NIC1698	NIC1698	4460135	46.8762144600413
NIC1700	NIC1700	4460135	61.5519822189966
NIC1772	NIC1772	4460135	97.0094471026359
NIC1773	NIC1773	4460135	115.529966894465
NIC1775	NIC1775	4460135	138.025024223786
NIC1779	NIC1779	4460135	66.1017818706727
NIC1780	NIC1780	4460135	120.183925239163
NIC1782	NIC1782	4460135	77.1275761640219
NIC1783	NIC1783	4460135	98.0373941129676
NIC1785	NIC1785	4460135	105.491776037689
NIC1786	NIC1786	4460135	94.4078247926856
NIC1787	NIC1787	4460135	115.034682705696
NIC1788	NIC1788	4460135	81.1704557372082
NIC1789	NIC1789	4460135	131.596443069994
NIC1790	NIC1790	4460135	0
NIC1791	NIC1791	4460135	45.2896152369934
NIC1792	NIC1792	4460135	97.3744997535095
NIC1794	NIC1794	4460135	109.08673710394
NIC1796	NIC1796	4460135	95.4743793176488
NIC1798	NIC1798	4460135	94.5104722998878
NIC1799	NIC1799	4460135	93.2857271754682
NIC1801	NIC1801	4460135	104.03902913952
NIC1802	NIC1802	4460135	92.84918416459
NIC1805	NIC1805	4460135	86.4042960323289
NIC1806	NIC1806	4460135	71.9137025060631
NIC1808	NIC1808	4460135	79.5364440378164
NIC1809	NIC1809	4460135	89.9025540829441
NIC1810	NIC1810	4460135	0
NIC1811	NIC1811	4460135	83.352158443535
NIC1812	NIC1812	4460135	47.4484540095606
NIC1832	NIC1832	4460135	63.5470075372728
NIC195	NIC195	4460135	0
NIC199	NIC199	4460135	139.83645337815
NIC1	NIC1	4460135	139.547631174061
NIC2021	NIC2021	4460135	81.7611681654482
NIC2076	NIC2076	4460135	54.9954731679357
NIC207	NIC207	4460135	88.2339779171938
NIC231	NIC231	4460135	143.332771591415
NIC236	NIC236	4460135	155.823469850913
NIC242	NIC242	4460135	128.968294733399
NIC251	NIC251	4460135	0
NIC252	NIC252	4460135	123.085043929159
NIC255	NIC255	4460135	154.775923685173
NIC256	NIC256	4460135	85.063719627761
NIC258	NIC258	4460135	81.8479215822594
NIC259	NIC259	4460135	0
NIC260	NIC260	4460135	93.1989833852493
NIC261	NIC261	4460135	108.723803800796
NIC262	NIC262	4460135	49.8474069194731
NIC265	NIC265	4460135	0
NIC266	NIC266	4460135	76.7434791112411
NIC267	NIC267	4460135	159.498463741504
NIC268	NIC268	4460135	111.521934381769
NIC269	NIC269	4460135	101.382643412482
NIC271	NIC271	4460135	83.2572968708915
NIC272	NIC272	4460135	103.990114243271
NIC274	NIC274	4460135	76.826616767305
NIC275	NIC275	4460135	98.3884068031933
NIC276	NIC276	4460135	80.040737898363
NIC277	NIC277	4460135	110.000413421108
NIC2	NIC2	4460135	156.452186277995
NIC3	NIC3	4460135	156.595965661057
NIC501	NIC501	4460135	109.16198268614
NIC511	NIC511	4460135	105.047183078602
NIC513	NIC513	4460135	121.250502613591
NIC514	NIC514	4460135	111.208544448383
NIC515	NIC515	4460135	148.017192999105
NIC522	NIC522	4460135	116.209961098491
NIC523	NIC523	4460135	109.249149848908
NIC526	NIC526	4460135	0
NIC527	NIC527	4460135	96.9246702948942
NIC528	NIC528	4460135	1.70079281968945
NIC529	NIC529	4460135	115.735598858114
PB303	PB303	4460135	176.100892975175
PS2025	PS2025	4460135	87.9355343542986
PX179	PX179	4460135	120.575903669515
QG2075	QG2075	4460135	94.7139052538132
QG2811	QG2811	4460135	0
QG2813	QG2813	4460135	77.9674650770281
QG2818	QG2818	4460135	78.4613883498304
QG2823	QG2823	4460135	0
QG2824	QG2824	4460135	0
QG2825	QG2825	4460135	89.4512195121952
QG2827	QG2827	4460135	98.0939202352011
QG2828	QG2828	4460135	71.2553806811394
QG2832	QG2832	4460135	87.5269270061154
QG2835	QG2835	4460135	107.885717855307
QG2836	QG2836	4460135	126.531480472404
QG2837	QG2837	4460135	105.689947838995
QG2838	QG2838	4460135	100.591140606367
QG2841	QG2841	4460135	80.8095996665128
QG2843	QG2843	4460135	127.341555061448
QG2846	QG2846	4460135	109.082061389217
QG2850	QG2850	4460135	71.775127936101
QG2854	QG2854	4460135	99.2999218873648
QG2855	QG2855	4460135	100.333864653999
QG2857	QG2857	4460135	70.1535121022854
QG2873	QG2873	4460135	69.458982870393
QG2874	QG2874	4460135	84.5198721901453
QG2875	QG2875	4460135	115.097682929227
QG2877	QG2877	4460135	90.0095516685571
QG2932	QG2932	4460135	0
QG4003	QG4003	4460135	93.1898288693508
QG4004	QG4004	4460135	72.0852117575309
QG4006	QG4006	4460135	105.286780743134
QG4008	QG4008	4460135	82.3206881454583
QG4010	QG4010	4460135	78.527888427002
QG4012	QG4012	4460135	96.5600054893529
QG4015	QG4015	4460135	0
QG4017	QG4017	4460135	87.4353646160538
QG4018	QG4018	4460135	99.4307480282085
QG4021	QG4021	4460135	88.832623954979
QG4080	QG4080	4460135	99.7351669526703
QG4103	QG4103	4460135	95.839094610367
QG4135	QG4135	4460135	0
QG4138	QG4138	4460135	89.6899475991614
QG4147	QG4147	4460135	89.0108750427144
QG4151	QG4151	4460135	0
QG4193	QG4193	4460135	52.6320765351204
QG4226	QG4226	4460135	0
QG4228	QG4228	4460135	108.341142027606
QG536	QG536	4460135	139.432350431132
QG556	QG556	4460135	150.669199202031
QG557	QG557	4460135	155.875012017595
QW947	QW947	4460135	98.8804130105439
QX1211	QX1211	4460135	0
QX1212	QX1212	4460135	180.925792423432
QX1233	QX1233	4460135	121.57795710967
QX1791	QX1791	4460135	0
QX1792	QX1792	4460135	145.09373242517
QX1793	QX1793	4460135	126.092742227102
QX1794	QX1794	4460135	85.0925076517242
RC301	RC301	4460135	130.122110012567
TWN2530	TWN2530	4460135	86.8033770898278
TWN2542	TWN2542	4460135	67.7237238322528
WN2001	WN2001	4460135	0
WN2002	WN2002	4460135	0
WN2033	WN2033	4460135	100.210294568169
WN2050	WN2050	4460135	145.101741748748
WN2063	WN2063	4460135	84.7571365832236
WN2064	WN2064	4460135	69.7035994679471
WN2066	WN2066	4460135	84.1019248241036
WN2068	WN2068	4460135	124.64980163039
WN2069	WN2069	4460135	74.8206131767776
WN2082	WN2082	4460135	121.346366906521
WN2086	WN2086	4460135	40.6626302943675
WN2107	WN2107	4460135	80.7640550727605
WN2117	WN2117	4460135	84.8089284175224
XZ1513	XZ1513	4460135	73.2640374366855
XZ1514	XZ1514	4460135	0
XZ1515	XZ1515	4460135	113.359926485945
XZ1516	XZ1516	4460135	0
XZ1672	XZ1672	4460135	115.705388883788
XZ1734	XZ1734	4460135	67.1869297817661
XZ1735	XZ1735	4460135	85.335595083783
XZ1756	XZ1756	4460135	110.468423928274
XZ2018	XZ2018	4460135	121.902308539187
XZ2019	XZ2019	4460135	0
XZ2020	XZ2020	4460135	87.9997743221395
XZ2211	XZ2211	4460135	77.2521743585803
