strain	zone	zone_mean	hap_inv	haplotype_2	inversion
ECA2367	sosi1	276.291844714746	ECA1843	ECA1843	INV ?
ECA2367	eri6e	72.9589439125815	ECA1843	ECA1843	INV ?
ECA2367	eri6f	72.9201290708407	ECA1843	ECA1843	INV ?
ECA2367	eri6f3utr	55.5660715051881	ECA1843	ECA1843	INV ?
ECA2377	TIR1	130.124530271152	ECA1288	ECA1288,ECA1807	INV ?
ECA2377	TIR2	132.064297392042	ECA1288	ECA1288,ECA1807	INV ?
ECA2377	sosi1	180.911750866883	ECA1288	ECA1288,ECA1807	INV ?
ECA2377	eri6e	81.4336794192554	ECA1288	ECA1288,ECA1807	INV ?
ECA2377	eri6f	103.150928874671	ECA1288	ECA1288,ECA1807	INV ?
ECA2377	eri6f3utr	58.5457518809221	ECA1288	ECA1288,ECA1807	INV ?
ECA2417	TIR1	3.51418583382832	ANCeri-7	ECA1969	ANCeri-7
ECA2417	TIR2	3.79892417491213	ANCeri-7	ECA1969	ANCeri-7
ECA2417	sosi1	239.744415809866	ANCeri-7	ECA1969	ANCeri-7
ECA2417	eri6e	136.240678892503	ANCeri-7	ECA1969	ANCeri-7
ECA2417	eri6f	104.360319816399	ANCeri-7	ECA1969	ANCeri-7
ECA2417	eri6f3utr	76.4220831765295	ANCeri-7	ECA1969	ANCeri-7
ECA2437	TIR1	74.302714035722	unknown	unknown	INV ?
ECA2437	TIR2	40.4477564785717	unknown	unknown	INV ?
ECA2437	sosi1	135.165912068727	unknown	unknown	INV ?
ECA2437	eri6e	139.113118962903	unknown	unknown	INV ?
ECA2437	eri6f	113.104687702913	unknown	unknown	INV ?
ECA2437	eri6f3utr	116.697281265493	unknown	unknown	INV ?
ECA243	TIR1	112.357931967148	N2-like	AB1	N2-like
ECA243	TIR2	104.112624434612	N2-like	AB1	N2-like
ECA243	sosi1	208.297740069176	N2-like	AB1	N2-like
ECA243	eri6e	202.829711445297	N2-like	AB1	N2-like
ECA243	eri6f	102.391947758767	N2-like	AB1	N2-like
ECA243	eri6f3utr	68.1939800399078	N2-like	AB1	N2-like
ECA2443	TIR1	104.512542134744	ECA396	ECA396	INV ?
ECA2443	TIR2	72.743537286858	ECA396	ECA396	INV ?
ECA2443	sosi1	230.256583839627	ECA396	ECA396	INV ?
ECA2443	eri6e	99.5278772169515	ECA396	ECA396	INV ?
ECA2443	eri6f	88.2744686833462	ECA396	ECA396	INV ?
ECA2443	eri6f3utr	71.3924332780224	ECA396	ECA396	INV ?
ECA2452	TIR1	74.6465684365486	CB4856-like	CB4856	CB4856-like
ECA2452	TIR2	78.1597773338895	CB4856-like	CB4856	CB4856-like
ECA2452	sosi1	120.821287766673	CB4856-like	CB4856	CB4856-like
ECA2452	eri6e	143.015458623197	CB4856-like	CB4856	CB4856-like
ECA2452	eri6f	100.597053379997	CB4856-like	CB4856	CB4856-like
ECA2452	eri6f3utr	76.316035540205	CB4856-like	CB4856	CB4856-like
ECA2467	TIR1	61.4672828208468	CB4856-like	CB4856	CB4856-like
ECA2467	TIR2	50.6908833433488	CB4856-like	CB4856	CB4856-like
ECA2467	sosi1	129.256814251087	CB4856-like	CB4856	CB4856-like
ECA2467	eri6e	154.426758560706	CB4856-like	CB4856	CB4856-like
ECA2467	eri6f	142.317085334669	CB4856-like	CB4856	CB4856-like
ECA2467	eri6f3utr	114.786418216611	CB4856-like	CB4856	CB4856-like
ECA246	TIR1	136.695946131161	N2-like	AB1	N2-like
ECA246	TIR2	190.894770065691	N2-like	AB1	N2-like
ECA246	sosi1	163.932407773487	N2-like	AB1	N2-like
ECA246	eri6e	146.392181029007	N2-like	AB1	N2-like
ECA246	eri6f	120.155718720755	N2-like	AB1	N2-like
ECA246	eri6f3utr	86.7871473297151	N2-like	AB1	N2-like
ECA2473	TIR1	90.015468940725	ECA396	ECA396	INVsosi-1
ECA2473	TIR2	56.0495461467008	ECA396	ECA396	INVsosi-1
ECA2473	sosi1	200.671174157831	ECA396	ECA396	INVsosi-1
ECA2473	eri6e	85.3813911584309	ECA396	ECA396	INVsosi-1
ECA2473	eri6f	107.410338511889	ECA396	ECA396	INVsosi-1
ECA2473	eri6f3utr	94.0091126578163	ECA396	ECA396	INVsosi-1
ECA2475	TIR1	99.238706618823	ECA396	ECA396	INVsosi-1
ECA2475	TIR2	81.8162400473895	ECA396	ECA396	INVsosi-1
ECA2475	sosi1	236.955688843199	ECA396	ECA396	INVsosi-1
ECA2475	eri6e	87.8815066042526	ECA396	ECA396	INVsosi-1
ECA2475	eri6f	84.1499079096957	ECA396	ECA396	INVsosi-1
ECA2475	eri6f3utr	86.1407489807031	ECA396	ECA396	INVsosi-1
ECA2481	TIR1	71.472912114494	CB4856-like	CB4856	CB4856-like
ECA2481	TIR2	52.7907464208579	CB4856-like	CB4856	CB4856-like
ECA2481	sosi1	121.625553379065	CB4856-like	CB4856	CB4856-like
ECA2481	eri6e	116.116296724561	CB4856-like	CB4856	CB4856-like
ECA2481	eri6f	130.562861672519	CB4856-like	CB4856	CB4856-like
ECA2481	eri6f3utr	110.841075804003	CB4856-like	CB4856	CB4856-like
ECA2482	TIR1	101.063031656604	ECA396	ECA396	INVsosi-1
ECA2482	TIR2	49.4289216221543	ECA396	ECA396	INVsosi-1
ECA2482	sosi1	250.058866014308	ECA396	ECA396	INVsosi-1
ECA2482	eri6e	73.2086340743788	ECA396	ECA396	INVsosi-1
ECA2482	eri6f	65.7314044527901	ECA396	ECA396	INVsosi-1
ECA2482	eri6f3utr	75.8453319718027	ECA396	ECA396	INVsosi-1
ECA2489	TIR1	6.85048552511683	ECA2489	ECA2489	ANCeri-7
ECA2489	TIR2	9.42895639048155	ECA2489	ECA2489	ANCeri-7
ECA2489	sosi1	0	ECA2489	ECA2489	ANCeri-7
ECA2489	eri6e	0	ECA2489	ECA2489	ANCeri-7
ECA2489	eri6f	3.45541535069679	ECA2489	ECA2489	ANCeri-7
ECA2489	eri6f3utr	0	ECA2489	ECA2489	ANCeri-7
ECA248	TIR1	119.455689466266	N2-like	AB1	N2-like
ECA248	TIR2	134.043159520646	N2-like	AB1	N2-like
ECA248	sosi1	179.588680945365	N2-like	AB1	N2-like
ECA248	eri6e	183.169410543181	N2-like	AB1	N2-like
ECA248	eri6f	122.96328363316	N2-like	AB1	N2-like
ECA248	eri6f3utr	93.8181197423551	N2-like	AB1	N2-like
ECA250	TIR1	125.92873787693	N2-like	AB1	N2-like
ECA250	TIR2	159.88569707893	N2-like	AB1	N2-like
ECA250	sosi1	179.342729755731	N2-like	AB1	N2-like
ECA250	eri6e	174.33473453335	N2-like	AB1	N2-like
ECA250	eri6f	106.495745947505	N2-like	AB1	N2-like
ECA250	eri6f3utr	73.0717580100962	N2-like	AB1	N2-like
ECA251	TIR1	133.193147860691	N2-like	AB1	N2-like
ECA251	TIR2	147.139184997306	N2-like	AB1	N2-like
ECA251	sosi1	162.082782688572	N2-like	AB1	N2-like
ECA251	eri6e	153.395857205535	N2-like	AB1	N2-like
ECA251	eri6f	101.738140572586	N2-like	AB1	N2-like
ECA251	eri6f3utr	83.652043996614	N2-like	AB1	N2-like
ECA2522	TIR1	86.1089838575379	N2-like	AB1	N2-like
ECA2522	TIR2	101.338072042233	N2-like	AB1	N2-like
ECA2522	sosi1	115.772119524291	N2-like	AB1	N2-like
ECA2522	eri6e	133.105071526006	N2-like	AB1	N2-like
ECA2522	eri6f	117.021442512862	N2-like	AB1	N2-like
ECA2522	eri6f3utr	108.764679379121	N2-like	AB1	N2-like
ECA2523	TIR1	92.4370874444816	N2-like	AB1	N2-like
ECA2523	TIR2	78.5202094437459	N2-like	AB1	N2-like
ECA2523	sosi1	110.930384819877	N2-like	AB1	N2-like
ECA2523	eri6e	102.186187083924	N2-like	AB1	N2-like
ECA2523	eri6f	111.732584823618	N2-like	AB1	N2-like
ECA2523	eri6f3utr	69.8313687540979	N2-like	AB1	N2-like
ECA2527	TIR1	94.125161510972	N2-like	AB1	N2-like
ECA2527	TIR2	124.603611244293	N2-like	AB1	N2-like
ECA2527	sosi1	109.145010981108	N2-like	AB1	N2-like
ECA2527	eri6e	128.855439365873	N2-like	AB1	N2-like
ECA2527	eri6f	80.7953964419142	N2-like	AB1	N2-like
ECA2527	eri6f3utr	115.88630196565	N2-like	AB1	N2-like
ECA2529	TIR1	122.364054315764	N2-like	AB1	N2-like
ECA2529	TIR2	116.280888559154	N2-like	AB1	N2-like
ECA2529	sosi1	100.493042463298	N2-like	AB1	N2-like
ECA2529	eri6e	108.542966031491	N2-like	AB1	N2-like
ECA2529	eri6f	84.0964091398577	N2-like	AB1	N2-like
ECA2529	eri6f3utr	97.4622306713355	N2-like	AB1	N2-like
ECA2533	TIR1	99.1065647360664	N2-like	AB1	N2-like
ECA2533	TIR2	112.128096173806	N2-like	AB1	N2-like
ECA2533	sosi1	119.181910481173	N2-like	AB1	N2-like
ECA2533	eri6e	118.915199428386	N2-like	AB1	N2-like
ECA2533	eri6f	89.4163892190472	N2-like	AB1	N2-like
ECA2533	eri6f3utr	86.770985968041	N2-like	AB1	N2-like
ECA2536	TIR1	116.307179849737	N2-like	AB1	N2-like
ECA2536	TIR2	112.268796106127	N2-like	AB1	N2-like
ECA2536	sosi1	118.36349126721	N2-like	AB1	N2-like
ECA2536	eri6e	102.982195447122	N2-like	AB1	N2-like
ECA2536	eri6f	122.140552852727	N2-like	AB1	N2-like
ECA2536	eri6f3utr	116.372356767753	N2-like	AB1	N2-like
ECA2546	TIR1	107.699307170422	N2-like	AB1	N2-like
ECA2546	TIR2	122.038327824246	N2-like	AB1	N2-like
ECA2546	sosi1	119.849963981419	N2-like	AB1	N2-like
ECA2546	eri6e	115.250016643991	N2-like	AB1	N2-like
ECA2546	eri6f	97.7705490937725	N2-like	AB1	N2-like
ECA2546	eri6f3utr	93.6909267362097	N2-like	AB1	N2-like
ECA2549	TIR1	101.216254595394	N2-like	AB1	N2-like
ECA2549	TIR2	90.831664354006	N2-like	AB1	N2-like
ECA2549	sosi1	114.971736654979	N2-like	AB1	N2-like
ECA2549	eri6e	107.039257694073	N2-like	AB1	N2-like
ECA2549	eri6f	113.237328291397	N2-like	AB1	N2-like
ECA2549	eri6f3utr	108.242080123908	N2-like	AB1	N2-like
ECA2551	TIR1	93.476827734302	N2-like	AB1	N2-like
ECA2551	TIR2	96.6915581093581	N2-like	AB1	N2-like
ECA2551	sosi1	121.424176435532	N2-like	AB1	N2-like
ECA2551	eri6e	105.500589384618	N2-like	AB1	N2-like
ECA2551	eri6f	121.241915267881	N2-like	AB1	N2-like
ECA2551	eri6f3utr	101.998586276382	N2-like	AB1	N2-like
ECA2554	TIR1	104.540666146067	N2-like	AB1	N2-like
ECA2554	TIR2	106.322497687731	N2-like	AB1	N2-like
ECA2554	sosi1	123.569614059117	N2-like	AB1	N2-like
ECA2554	eri6e	134.8416209089	N2-like	AB1	N2-like
ECA2554	eri6f	95.3014545649873	N2-like	AB1	N2-like
ECA2554	eri6f3utr	93.1188810742802	N2-like	AB1	N2-like
ECA2555	TIR1	105.68635585234	N2-like	AB1	N2-like
ECA2555	TIR2	110.223797165383	N2-like	AB1	N2-like
ECA2555	sosi1	117.057692444979	N2-like	AB1	N2-like
ECA2555	eri6e	126.800700262277	N2-like	AB1	N2-like
ECA2555	eri6f	93.3863697693988	N2-like	AB1	N2-like
ECA2555	eri6f3utr	110.533616430782	N2-like	AB1	N2-like
ECA2559	TIR1	100.561175362869	N2-like	AB1	N2-like
ECA2559	TIR2	103.927517480506	N2-like	AB1	N2-like
ECA2559	sosi1	146.243048945182	N2-like	AB1	N2-like
ECA2559	eri6e	123.740332512312	N2-like	AB1	N2-like
ECA2559	eri6f	109.161549754219	N2-like	AB1	N2-like
ECA2559	eri6f3utr	98.5508356826068	N2-like	AB1	N2-like
ECA2560	TIR1	151.190444827136	N2-like	AB1	N2-like
ECA2560	TIR2	129.5003477785	N2-like	AB1	N2-like
ECA2560	sosi1	105.7060649376	N2-like	AB1	N2-like
ECA2560	eri6e	99.880066841556	N2-like	AB1	N2-like
ECA2560	eri6f	88.8799263235112	N2-like	AB1	N2-like
ECA2560	eri6f3utr	81.0875788275383	N2-like	AB1	N2-like
ECA2561	TIR1	116.899680820135	N2-like	AB1	N2-like
ECA2561	TIR2	102.439606035454	N2-like	AB1	N2-like
ECA2561	sosi1	119.979123881032	N2-like	AB1	N2-like
ECA2561	eri6e	104.004013924293	N2-like	AB1	N2-like
ECA2561	eri6f	109.96021024642	N2-like	AB1	N2-like
ECA2561	eri6f3utr	93.3047569338757	N2-like	AB1	N2-like
ECA2565	TIR1	78.2782864092093	N2-like	AB1	N2-like
ECA2565	TIR2	154.905382772483	N2-like	AB1	N2-like
ECA2565	sosi1	121.369687756668	N2-like	AB1	N2-like
ECA2565	eri6e	127.009640715084	N2-like	AB1	N2-like
ECA2565	eri6f	91.6065598181648	N2-like	AB1	N2-like
ECA2565	eri6f3utr	93.696258179187	N2-like	AB1	N2-like
ECA2568	TIR1	104.430230727416	N2-like	AB1	N2-like
ECA2568	TIR2	78.48361125204	N2-like	AB1	N2-like
ECA2568	sosi1	137.729206886214	N2-like	AB1	N2-like
ECA2568	eri6e	136.195638535224	N2-like	AB1	N2-like
ECA2568	eri6f	130.016755661163	N2-like	AB1	N2-like
ECA2568	eri6f3utr	59.5741228329745	N2-like	AB1	N2-like
ECA2581	TIR1	75.6540485577561	N2-like	AB1	N2-like
ECA2581	TIR2	66.5627562943731	N2-like	AB1	N2-like
ECA2581	sosi1	213.840560017344	N2-like	AB1	N2-like
ECA2581	eri6e	96.7343331088129	N2-like	AB1	N2-like
ECA2581	eri6f	90.0781712828931	N2-like	AB1	N2-like
ECA2581	eri6f3utr	91.0215918802849	N2-like	AB1	N2-like
ECA2583	TIR1	125.570846710609	N2-like	AB1	N2-like
ECA2583	TIR2	125.816626830703	N2-like	AB1	N2-like
ECA2583	sosi1	110.115178318188	N2-like	AB1	N2-like
ECA2583	eri6e	104.863882653113	N2-like	AB1	N2-like
ECA2583	eri6f	101.107604074133	N2-like	AB1	N2-like
ECA2583	eri6f3utr	106.375721302796	N2-like	AB1	N2-like
ECA2584	TIR1	79.0853661804216	N2-like	AB1	N2-like
ECA2584	TIR2	81.064476840436	N2-like	AB1	N2-like
ECA2584	sosi1	220.853176109972	N2-like	AB1	N2-like
ECA2584	eri6e	91.6907580111221	N2-like	AB1	N2-like
ECA2584	eri6f	55.6415472485295	N2-like	AB1	N2-like
ECA2584	eri6f3utr	90.7657068074886	N2-like	AB1	N2-like
ECA2594	TIR1	140.971679028998	N2-like	AB1	N2-like
ECA2594	TIR2	124.905642930354	N2-like	AB1	N2-like
ECA2594	sosi1	109.925832598714	N2-like	AB1	N2-like
ECA2594	eri6e	102.717572567111	N2-like	AB1	N2-like
ECA2594	eri6f	124.18200837303	N2-like	AB1	N2-like
ECA2594	eri6f3utr	110.141863644956	N2-like	AB1	N2-like
ECA2595	TIR1	115.805915268849	N2-like	AB1	N2-like
ECA2595	TIR2	118.517136290547	N2-like	AB1	N2-like
ECA2595	sosi1	110.87667567469	N2-like	AB1	N2-like
ECA2595	eri6e	112.720895012916	N2-like	AB1	N2-like
ECA2595	eri6f	114.740544072061	N2-like	AB1	N2-like
ECA2595	eri6f3utr	156.888565638075	N2-like	AB1	N2-like
ECA259	TIR1	121.526213045615	N2-like	AB1	N2-like
ECA259	TIR2	169.945991954083	N2-like	AB1	N2-like
ECA259	sosi1	172.460180908945	N2-like	AB1	N2-like
ECA259	eri6e	197.608361810416	N2-like	AB1	N2-like
ECA259	eri6f	115.939461379714	N2-like	AB1	N2-like
ECA259	eri6f3utr	82.6999777547608	N2-like	AB1	N2-like
ECA2601	TIR1	74.6040283541539	N2-like	AB1	N2-like
ECA2601	TIR2	87.4735210653498	N2-like	AB1	N2-like
ECA2601	sosi1	250.692841050579	N2-like	AB1	N2-like
ECA2601	eri6e	106.516542436585	N2-like	AB1	N2-like
ECA2601	eri6f	96.2427073331702	N2-like	AB1	N2-like
ECA2601	eri6f3utr	59.6273778840516	N2-like	AB1	N2-like
ECA2602	TIR1	103.83797159719	N2-like	AB1	N2-like
ECA2602	TIR2	120.608301111329	N2-like	AB1	N2-like
ECA2602	sosi1	125.813967143967	N2-like	AB1	N2-like
ECA2602	eri6e	103.777054559812	N2-like	AB1	N2-like
ECA2602	eri6f	108.463474863481	N2-like	AB1	N2-like
ECA2602	eri6f3utr	95.1732419299519	N2-like	AB1	N2-like
ECA2603	TIR1	96.0405165604692	N2-like	AB1	N2-like
ECA2603	TIR2	89.5303417657689	N2-like	AB1	N2-like
ECA2603	sosi1	129.814366875254	N2-like	AB1	N2-like
ECA2603	eri6e	114.658128492461	N2-like	AB1	N2-like
ECA2603	eri6f	94.968347086615	N2-like	AB1	N2-like
ECA2603	eri6f3utr	123.951215060901	N2-like	AB1	N2-like
ECA2607	TIR1	76.2170894034432	N2-like	AB1	N2-like
ECA2607	TIR2	82.2316475239358	N2-like	AB1	N2-like
ECA2607	sosi1	162.392639049881	N2-like	AB1	N2-like
ECA2607	eri6e	130.996601045891	N2-like	AB1	N2-like
ECA2607	eri6f	126.603722828918	N2-like	AB1	N2-like
ECA2607	eri6f3utr	104.683169907727	N2-like	AB1	N2-like
ECA2609	TIR1	101.674905784704	N2-like	AB1	N2-like
ECA2609	TIR2	106.733781471008	N2-like	AB1	N2-like
ECA2609	sosi1	113.493445926042	N2-like	AB1	N2-like
ECA2609	eri6e	110.987823957481	N2-like	AB1	N2-like
ECA2609	eri6f	128.731100229857	N2-like	AB1	N2-like
ECA2609	eri6f3utr	101.117484098752	N2-like	AB1	N2-like
ECA2612	TIR1	92.2052667480083	N2-like	AB1	N2-like
ECA2612	TIR2	87.9338239463583	N2-like	AB1	N2-like
ECA2612	sosi1	152.452432575707	N2-like	AB1	N2-like
ECA2612	eri6e	142.372917819734	N2-like	AB1	N2-like
ECA2612	eri6f	112.684380756515	N2-like	AB1	N2-like
ECA2612	eri6f3utr	98.7045190112717	N2-like	AB1	N2-like
ECA2615	TIR1	127.782839323478	N2-like	AB1	N2-like
ECA2615	TIR2	98.056622311882	N2-like	AB1	N2-like
ECA2615	sosi1	122.043700170175	N2-like	AB1	N2-like
ECA2615	eri6e	96.7053374519086	N2-like	AB1	N2-like
ECA2615	eri6f	109.139046913869	N2-like	AB1	N2-like
ECA2615	eri6f3utr	112.216708478657	N2-like	AB1	N2-like
ECA2641	TIR1	100.959819731906	N2-like	AB1	N2-like
ECA2641	TIR2	83.473204389338	N2-like	AB1	N2-like
ECA2641	sosi1	113.502085563611	N2-like	AB1	N2-like
ECA2641	eri6e	112.183533366701	N2-like	AB1	N2-like
ECA2641	eri6f	133.990187213544	N2-like	AB1	N2-like
ECA2641	eri6f3utr	115.910890570808	N2-like	AB1	N2-like
ECA2648	TIR1	113.674647569681	N2-like	AB1	N2-like
ECA2648	TIR2	105.97928788892	N2-like	AB1	N2-like
ECA2648	sosi1	143.941441857604	N2-like	AB1	N2-like
ECA2648	eri6e	155.788058173834	N2-like	AB1	N2-like
ECA2648	eri6f	149.815785363935	N2-like	AB1	N2-like
ECA2648	eri6f3utr	104.959773566786	N2-like	AB1	N2-like
ECA2656	TIR1	102.397558101838	N2-like	AB1	N2-like
ECA2656	TIR2	90.5716409902597	N2-like	AB1	N2-like
ECA2656	sosi1	142.708654472361	N2-like	AB1	N2-like
ECA2656	eri6e	141.711947672412	N2-like	AB1	N2-like
ECA2656	eri6f	135.395827558317	N2-like	AB1	N2-like
ECA2656	eri6f3utr	105.429721236467	N2-like	AB1	N2-like
ECA2659	TIR1	79.2837849612628	N2-like	AB1	N2-like
ECA2659	TIR2	67.3509313625309	N2-like	AB1	N2-like
ECA2659	sosi1	168.6642256297	N2-like	AB1	N2-like
ECA2659	eri6e	158.24414901889	N2-like	AB1	N2-like
ECA2659	eri6f	119.805858365931	N2-like	AB1	N2-like
ECA2659	eri6f3utr	76.9961930039769	N2-like	AB1	N2-like
ECA2660	TIR1	92.3788555893898	N2-like	AB1	N2-like
ECA2660	TIR2	95.1001661214752	N2-like	AB1	N2-like
ECA2660	sosi1	123.874042359258	N2-like	AB1	N2-like
ECA2660	eri6e	112.587807919311	N2-like	AB1	N2-like
ECA2660	eri6f	106.563700815512	N2-like	AB1	N2-like
ECA2660	eri6f3utr	96.4047365583802	N2-like	AB1	N2-like
ECA2672	TIR1	111.819022978191	N2-like	AB1	N2-like
ECA2672	TIR2	90.2078042289791	N2-like	AB1	N2-like
ECA2672	sosi1	108.197600590616	N2-like	AB1	N2-like
ECA2672	eri6e	105.830011487134	N2-like	AB1	N2-like
ECA2672	eri6f	120.985576777176	N2-like	AB1	N2-like
ECA2672	eri6f3utr	92.0091693724231	N2-like	AB1	N2-like
ECA2676	TIR1	108.845588936713	N2-like	AB1	N2-like
ECA2676	TIR2	118.672227623109	N2-like	AB1	N2-like
ECA2676	sosi1	111.622226083959	N2-like	AB1	N2-like
ECA2676	eri6e	104.075719999125	N2-like	AB1	N2-like
ECA2676	eri6f	117.54709217086	N2-like	AB1	N2-like
ECA2676	eri6f3utr	77.8035088423127	N2-like	AB1	N2-like
ECA347	TIR1	29.076525477922	ANCeri-7	ECA1238	ANCeri-7
ECA347	TIR2	37.4995782470242	ANCeri-7	ECA1238	ANCeri-7
ECA347	sosi1	215.376458180394	ANCeri-7	ECA1238	ANCeri-7
ECA347	eri6e	127.382756070384	ANCeri-7	ECA1238	ANCeri-7
ECA347	eri6f	102.535909291377	ANCeri-7	ECA1238	ANCeri-7
ECA347	eri6f3utr	87.5974741822376	ANCeri-7	ECA1238	ANCeri-7
ECA348	TIR1	95.8894965788162	N2-like	AB1	N2-like
ECA348	TIR2	92.6449689738725	N2-like	AB1	N2-like
ECA348	sosi1	116.034541525179	N2-like	AB1	N2-like
ECA348	eri6e	121.544546855035	N2-like	AB1	N2-like
ECA348	eri6f	122.295386234467	N2-like	AB1	N2-like
ECA348	eri6f3utr	94.9735640938159	N2-like	AB1	N2-like
ECA349	TIR1	101.643427523316	N2-like	AB1	N2-like
ECA349	TIR2	114.368240555178	N2-like	AB1	N2-like
ECA349	sosi1	150.374220678595	N2-like	AB1	N2-like
ECA349	eri6e	129.381054609521	N2-like	AB1	N2-like
ECA349	eri6f	107.222854611247	N2-like	AB1	N2-like
ECA349	eri6f3utr	91.5317828249448	N2-like	AB1	N2-like
ECA363	TIR1	1.33830986954867	ANCeri-7	ECA1238	ANCeri-7
ECA363	TIR2	0.0184140538159349	ANCeri-7	ECA1238	ANCeri-7
ECA363	sosi1	175.035811550358	ANCeri-7	ECA1238	ANCeri-7
ECA363	eri6e	157.611534811632	ANCeri-7	ECA1238	ANCeri-7
ECA363	eri6f	131.201932020536	ANCeri-7	ECA1238	ANCeri-7
ECA363	eri6f3utr	141.81180738915	ANCeri-7	ECA1238	ANCeri-7
ECA369	TIR1	105.324911950145	CB4856-like	CB4856	CB4856-like
ECA369	TIR2	65.3874499036795	CB4856-like	CB4856	CB4856-like
ECA369	sosi1	162.262198513779	CB4856-like	CB4856	CB4856-like
ECA369	eri6e	156.446108404377	CB4856-like	CB4856	CB4856-like
ECA369	eri6f	83.7487239894832	CB4856-like	CB4856	CB4856-like
ECA369	eri6f3utr	96.6328638780097	CB4856-like	CB4856	CB4856-like
ECA36	TIR1	5.68789254448335	ANCeri-7	ECA1238	ANCeri-7
ECA36	TIR2	11.9850476616428	ANCeri-7	ECA1238	ANCeri-7
ECA36	sosi1	278.410407224909	ANCeri-7	ECA1238	ANCeri-7
ECA36	eri6e	87.8451149762695	ANCeri-7	ECA1238	ANCeri-7
ECA36	eri6f	92.5312104100484	ANCeri-7	ECA1238	ANCeri-7
ECA36	eri6f3utr	73.8691648630692	ANCeri-7	ECA1238	ANCeri-7
ECA372	TIR1	101.354295039839	N2-like	AB1	N2-like
ECA372	TIR2	110.965220060453	N2-like	AB1	N2-like
ECA372	sosi1	151.854129778039	N2-like	AB1	N2-like
ECA372	eri6e	136.624256361533	N2-like	AB1	N2-like
ECA372	eri6f	132.70124504047	N2-like	AB1	N2-like
ECA372	eri6f3utr	119.418953993205	N2-like	AB1	N2-like
ECA396	TIR1	98.4203498989172	ECA396	ECA396	INVsosi-1
ECA396	TIR2	58.1122302225147	ECA396	ECA396	INVsosi-1
ECA396	sosi1	300.524589599385	ECA396	ECA396	INVsosi-1
ECA396	eri6e	99.9577516271212	ECA396	ECA396	INVsosi-1
ECA396	eri6f	90.5576255728191	ECA396	ECA396	INVsosi-1
ECA396	eri6f3utr	77.3847323746443	ECA396	ECA396	INVsosi-1
ECA592	TIR1	118.986312054635	N2-like	AB1	N2-like
ECA592	TIR2	114.441901223772	N2-like	AB1	N2-like
ECA592	sosi1	126.939454848372	N2-like	AB1	N2-like
ECA592	eri6e	106.928232437063	N2-like	AB1	N2-like
ECA592	eri6f	106.907139740945	N2-like	AB1	N2-like
ECA592	eri6f3utr	111.145092205372	N2-like	AB1	N2-like
ECA593	TIR1	108.233445651186	N2-like	AB1	N2-like
ECA593	TIR2	121.62327395424	N2-like	AB1	N2-like
ECA593	sosi1	119.869968770953	N2-like	AB1	N2-like
ECA593	eri6e	121.24620403153	N2-like	AB1	N2-like
ECA593	eri6f	100.722571384209	N2-like	AB1	N2-like
ECA593	eri6f3utr	96.4367162516031	N2-like	AB1	N2-like
ECA594	TIR1	75.1019263946789	JU2526	JU2526	INVsosi-1
ECA594	TIR2	88.6882546814728	JU2526	JU2526	INVsosi-1
ECA594	sosi1	194.210760301474	JU2526	JU2526	INVsosi-1
ECA594	eri6e	121.518809317966	JU2526	JU2526	INVsosi-1
ECA594	eri6f	106.061152542473	JU2526	JU2526	INVsosi-1
ECA594	eri6f3utr	97.8524699598223	JU2526	JU2526	INVsosi-1
ECA640	TIR1	116.5347577611	N2-like	AB1	N2-like
ECA640	TIR2	112.893336858615	N2-like	AB1	N2-like
ECA640	sosi1	112.086254938247	N2-like	AB1	N2-like
ECA640	eri6e	80.9354360949018	N2-like	AB1	N2-like
ECA640	eri6f	105.220201262877	N2-like	AB1	N2-like
ECA640	eri6f3utr	89.4949254280364	N2-like	AB1	N2-like
ECA701	TIR1	99.7427443587136	unknown	unknown	INV ?
ECA701	TIR2	96.3628473579248	unknown	unknown	INV ?
ECA701	sosi1	174.922604373756	unknown	unknown	INV ?
ECA701	eri6e	93.6153677975584	unknown	unknown	INV ?
ECA701	eri6f	87.8185248424235	unknown	unknown	INV ?
ECA701	eri6f3utr	71.3955505924795	unknown	unknown	INV ?
ECA703	TIR1	56.5818133350922	ECA733	ECA733	ANCeri-7
ECA703	TIR2	36.3446585226314	ECA733	ECA733	ANCeri-7
ECA703	sosi1	0.612701434678501	ECA733	ECA733	ANCeri-7
ECA703	eri6e	0	ECA733	ECA733	ANCeri-7
ECA703	eri6f	9.21076410921197	ECA733	ECA733	ANCeri-7
ECA703	eri6f3utr	0	ECA733	ECA733	ANCeri-7
ECA705	TIR1	109.641342726622	N2-like	AB1	N2-like
ECA705	TIR2	85.7808254605322	N2-like	AB1	N2-like
ECA705	sosi1	168.959930037118	N2-like	AB1	N2-like
ECA705	eri6e	90.1022582872178	N2-like	AB1	N2-like
ECA705	eri6f	95.1550399877203	N2-like	AB1	N2-like
ECA705	eri6f3utr	101.596205303075	N2-like	AB1	N2-like
ECA706	TIR1	12.0767697758102	ECA733	ECA733	ANCeri-7
ECA706	TIR2	12.2545125567849	ECA733	ECA733	ANCeri-7
ECA706	sosi1	1.57530621957327	ECA733	ECA733	ANCeri-7
ECA706	eri6e	1.04776737215119	ECA733	ECA733	ANCeri-7
ECA706	eri6f	5.9236929468844	ECA733	ECA733	ANCeri-7
ECA706	eri6f3utr	0	ECA733	ECA733	ANCeri-7
ECA710	TIR1	124.17599572603	N2-like	AB1	N2-like
